"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alain Resnais","Raymond Froment, Pierre Courau, Anatole Dauman","Alain Resnais, Adolfo Bioy Casares, Alain Robbe-Grillet","Astor Pictures Corporation, Fox Lorber","Argos Films, Terra Film Produktion, Cocinor","Drama","French (Canada)","Jun 25, 1961, Wide","May 17, 2019","Nov 8, 2016","$60.1K","1h 33m","Mono","Scope (2.35:1)","In this unconventional French drama, a group of unnamed aristocrats interact at a palatial château, resulting in an enigmatic tale told partially in flashback. X (Giorgio Albertazzi) is convinced that he has met the beautiful A (Delphine Seyrig) before in the Czech resort town of Marienbad, and implies they had a romantic relationship. M (Sacha Pitoeff), who may be A's husband or boyfriend, confronts her mysterious suitor, leading to conflict and questions about the truth behind his story.",93,85,"Last Year at Marienbad"
