"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"James Bridges","Warner Bros. Pictures","R","Crime, Drama, LGBTQ+","English","Mar 9, 1984, Original","Jan 1, 2007","1h 37m","A Los Angeles bank teller (Debra Winger) probes her lover's (Mark Keyloun) brutal death with his partner (Darrell Larson), who may be next.",80,45,"Mike's Murder"
