"Director","Producer","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Adura Onashile","Rosie Crerar, Ciara Barry","Adura Onashile","Drama","English","1h 27m","Eleven-year-old Ama and her mother, Grace, take solace in the gentle but isolated world they obsessively create. But Ama’s thirst for life and her need to grow and develop, challenges the rules of their insular world and gradually forces Grace to reckon with a past she struggles to forget.",96,NA,"Girl"
