"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Roger Young","TriStar Pictures","PG-13","Comedy","English","Jul 10, 1987, Limited","Dec 15, 2010","$23.0K","1h 41m","Harry Berg (Michael Keaton) is both a con artist and an actual artist -- he constructs large sculptures out of television sets -- but he is not particularly successful in either role. He owes some money, which gets him involved with Rachel Dobs (Rae Dawn Chong), a police detective who works with a collection agency. When Harry comes into possession of a strange parcel, both the con man and the detective find themselves wrapped up in a sinister corporate plot to fix the lottery.",14,26,"The Squeeze"
