"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"C. Courtney Joyner","Full Moon Entertainment","R","Horror","English","Jan 30, 2017","1h 18m","Stereo, Surround","Five gutsy townspeople unite to eradicate a ghoul-infested graveyard. Inspired by H.P. Lovecraft's short story.",20,15,"Lurking Fear"
