"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Ossie Davis","20th Century Fox","R","Action","English","Aug 9, 1973, Limited","Jun 14, 2005","1h 29m","When Army Green Beret Gordon (Paul Winfield) returns from Vietnam to Harlem in the early 1970s, he finds a different kind of war has been waged in his absence. Drug dealers and pimps have invaded his once-peaceful neighborhood, and their victims include his wife, now dead of an overdose. Reassembling his Army unit with fellow soldiers Bee (Carl Lee), Otis (David Downing) and Roy (Tony King), Gordon mounts a full-scale guerrilla war against the criminals and the businessmen behind them.",60,47,"Gordon's War"
