"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Renny Harlin","Irwin Yablans","C. Courtney Joyner","Empire Pictures","R","Horror","English","Feb 19, 2013","1h 42m","Stereo, Surround","An innocent convict returns from the grave and seeks vengeance against the warden responsible for his death 25 years ago.",40,34,"Prison"
