"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"William Girdler","Edward L. Montoro","William W. Norton, Eleanor E. Norton, Edward L. Montoro","Film Ventures International (FVI) [us], Montoro Productions Ltd., Mid-America Pictures","PG","Horror, Mystery & Thriller","English","May 13, 1977, Limited","May 22, 2017","1h 35m","Scope (2.35:1)","Animals attack a guide, a newswoman, an adman and other hikers because of aerosols in the ozone layer.",40,30,"Day of the Animals"
