"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Marc Caro, Jean-Pierre Jeunet","Félicie Dutertre","Jean-Pierre Jeunet, Marc Caro, Gilles Adrien, Guillaume Laurant","Sony Pictures Classics","R","Fantasy","French (France)","Dec 15, 1995, Original","Jan 28, 2015","$1.9M","1h 51m","Surround","Old and decrepit Krank (Daniel Emilfork) has lost his capacity for dreaming and is attempting to fight death by stealing the dreams of children. Krank's cadre of cloned henchmen (Dominique Pinon) snatch 5-year-old Denree (Joseph Lucien) to subject him to the horrific dream-retrieval process. The boy's father, One (Ron Perlman), the hulking strongman of a traveling circus, and his precocious 9-year-old friend, Miette (Judith Vittet), join forces to defeat Krank's minions and save Denree.",80,90,"The City of Lost Children"
