"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Lloyd Bacon","Louis F. Edelman","Warner Bros. Pictures","Warner Brothers/Seven Arts","Comedy, Drama","English","Jul 21, 1934, Original","Nov 20, 2016","1h 26m","After Chesty O'Connor (James Cagney), a pugnacious shipyard worker, loses a girl to a dapper sailor named Biff Martin (Pat O'Brien), he impetuously decides to join the navy to pursue his grudge. Struggling with the navy's idea of discipline, Chesty soon makes a long list of enemies, but unexpectedly finds a friend in Biff's pretty sister, Dorothy (Gloria Stuart). But Biff is understandably suspicious of his intentions, so Chesty will have to prove his worth with some considerable panache.",83,37,"Here Comes the Navy"
