"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Mikhail Kalatozov","Franco Cristaldi","Richard DeLong Adams, Ennio De Concini, Mikhail Kalatozov","G","Adventure, Drama","English","Aug 23, 2005","2h 1m","In his apartment in Rome in the 1960s, the elderly and guilt-stricken Gen. Umberto Nobile (Peter Finch) recalls the tragic airship expedition he led to the Arctic 40 years earlier and the equally catastrophic rescue effort that followed. The story is told through flashbacks to the original voyage and a present-day trial of Nobile by the angry ghosts of the men who died in the debacle, including the stern specter of the legendary explorer Roald Amundsen (Sean Connery).",89,66,"The Red Tent"
