"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Herbert Ross","Anthea Sylbert","Warner Bros.","Warner Brothers","PG-13","Comedy","English","Aug 17, 1990, Wide","Jan 15, 2008","$22.8M","1h 35m","Surround, Dolby","Vinnie Antonelli (Steve Martin) trades the mob for the witness protection program and moves to a small suburb in California. But for Vinnie, old ways die hard. He becomes a challenge for Barney Coopersmith (Rick Moranis), the FBI agent in charge of making sure Vinnie keeps a low profile before he can testify against his former mob associates. Barney, though, might actually be able to learn some things from Vinnie. That is, if Barney can keep him alive long enough.",71,59,"My Blue Heaven"
