"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Coline Serreau","Coline Serreau","Samuel Goldwyn Company","Centre national du cinéma et de l'image animée (CNC), Flach Film, TF1 Films Production, Soprofilms [fr], Ministère de la Culture","PG-13","Comedy","French (France)","Apr 25, 1986, Original","Aug 9, 2005","$2.1M","1h 46m","When a baby is left on their doorstep, hard-partying bachelors Pierre (Roland Giraud), Jacques (André Dussolier) and Michel (Michel Boujenah) experience a serious lifestyle change. Instead of carousing until dawn and chasing women, they're now changing diapers and learning the ins and outs of fatherhood. The baby's mother -- one of Jacques' many conquests -- has flown to the United States. In the meantime, they'll have to protect the child from a mix-up with some drug runners.",72,56,"Three Men and a Cradle"
