"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Harry Mastrogeorge","Emmo Lempert","Ben Taylor","Zenpix, Buena Vista International [us]","Mitteldeutscher Rundfunk, Atlantis Film Prods","R","Romance, Comedy","English","Mar 15, 2001, Original","1h 33m","Dolby Digital, Surround","Their former youth soccer coach has died, and friends Celeste (Fay Masterson), Marie (Julia Sawalha), Lisa (Julie Bowen) and Kay (Daniela Lunkewitz), now in their mid-20s, reunite to attend the funeral. Hovering in the background is Kay's mother, Emily (Lynn Redgrave), an amateur astrologer who believes a forthcoming planetary alignment will yield romance for her daughter. On cue, handsome newcomer Cody (Michael Weatherly) starts acting like an acceptable suitor.",0,33,"Venus & Mars"
