"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Masayuko Suo","Masayuko Suo","Miramax Films","Miramax","PG","Romance","Japanese","Oct 15, 1996, Wide","May 22, 2017","$9.7M","2h 15m","Surround","Successful middle-aged accountant Shohei Sugiyama (Koji Yakusho) has a loving wife (Hideko Hara) and a beautiful daughter, but for some reason feels unfulfilled with his life. One night, while riding his commuter train home, Sugiyama spies a beautiful woman, Mai Kishikawa (Tamiyo Kusakari), dancing in a window. Entranced by her beauty, Sugiyama tracks the woman to her dance studio and signs up for ballroom dance lessons in hopes of reinvigorating his mundane existence.",91,89,"Shall We Dance?"
