"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Daniel Goldberg","Warner Bros.","Warner Brothers/Seven Arts","PG-13","Comedy","English","Oct 28, 1988, Wide","Jun 8, 2016","$3.5M","1h 31m","Surround","As a former Marine, Ellie De Witt (Rebecca De Mornay) is used to pushing herself -- but nothing has prepared her for the challenges of becoming an FBI agent. As she trains at the academy, De Witt encounters rampant sexism among her smarmy, mostly male, classmates. And, while she's a consummate athlete, De Witt's study skills are abysmal. But, with the help of book-smart trainee Janis Zuckerman (Mary Gross), she might just show her macho cohorts the error of their ways.",33,50,"Feds"
