"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"W. S. Van Dyke II","Metro-Goldwyn-Mayer","Metro-Goldwyn-Mayer","G","Musical, Comedy","English","Mar 29, 1935, Original","May 6, 2011","1h 46m","Desperate to avoid an arranged marriage, Princess Marie (Jeanette MacDonald) trades identities with her maid, Marietta, and sets sail from France to New Orleans. While at sea, her ship is attacked by pirates who kill the crew and take the women ashore. Terrified, they are rescued at the last second by Captain Richard Warrington (Nelson Eddy) and his band of mercenaries. Worthington escorts the incognito princess to New Orleans and, in the process, falls in love with her.",56,76,"Naughty Marietta"
