"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Geoffrey Reeve","Kurt Unger","Alistair MacLean, Paul Wheeler, Don Sharp, Alistair MacLean","PG","Mystery & Thriller","English","Mar 20, 2012","1h 37m","American DEA officer Paul Sherman (Sven-Bertil Taube) is looking into a group of drug dealers in Amsterdam. As Paul uncovers information about the drug ring with his partner, Maggie (Barbara Parkins), the two are led to a compound on an island that looks to be ground zero for the operation. Trying to gain access to this fortress, though, proves difficult as the American officers find the drug runners may be linked with an occult religious sect that runs the place.",67,32,"Puppet on a Chain"
