"Director","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"John Frankenheimer","Dalton Trumbo","Metro-Goldwyn-Mayer","PG-13","Drama","English","Dec 8, 1968, Original","2h 12m","Based on the acclaimed Bernard Malamud novel of the same name, this drama finds Yakov Bok (Alan Bates), a Jewish handyman, wrongly imprisoned and accused of murder by the Russian Empire. As Bok struggles to deal with life in jail, his unsympathetic captors only make his existence harder as they cruelly press him for a confession to a crime that he did not commit. With nothing but time on his hands, Bok contemplates his existence and tries to come to terms with his bleak situation.",56,62,"The Fixer"
