"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Wolfgang Reitherman","Walt Disney","Bill Peet","Buena Vista Distribution Co. Inc.","G","Kids & Family, Fantasy, Animation","English","Dec 25, 1963, Original","Sep 23, 2013","1h 20m","This Disney adaptation of the classic fable chronicles King Arthur's humble beginnings. As an orphaned child, Arthur, who was then known as Wart, wants to help his foster brother, Kay, succeed in becoming a knight. While helping Kay train, Wart stumbles upon a cabin belonging to Merlin, a bumbling but talented wizard. Merlin does his best to convince the boy that he is bound for greatness, and when Wart and Kay travel to London to attend a jousting contest, they learn that Merlin was right.",66,73,"The Sword in the Stone"
