"Director","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Chen Kaige","levelFILM","Drama","Chinese","Dec 6, 2013, Limited","Nov 19, 2016","$1.1K","1h 57m","Film of a terminally ill woman's mistreatment of a bus passenger goes viral and sparks debate about the intrusiveness of technology and the right to privacy.",7,38,"Caught in the Web"
