"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Mark Rydell","Robert Dillon","Universal Pictures","Universal Pictures","PG-13","Drama","English","Dec 19, 1984, Original","Mar 5, 2016","2h 4m","Stereo, Surround","35mm, Scope (2.35:1)","Tom and Mae Garvey (Mel Gibson, Sissy Spacek) are a Tennessee farming couple battling violent floods to save their land. In addition to natural disasters, the Garveys fight to stop a selfish land developer (Scott Glenn) and a local corporation from foreclosing on their farm. While Mae stays at home to care for their children (Shane Bailey, Becky Jo Lynch) and tend to the crops, Tom finds work as a scab at a steel mill to preserve his family's property.",24,49,"The River"
