"Director","Producer","Screenwriter","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Charlie Chaplin","Charlie Chaplin","Charlie Chaplin","Charles Chaplin Productions","Drama, Romance","Oct 1, 1923, Original","Feb 28, 2017","1h 21m","Marie St. Clair (Edna Purviance) is a desperate young woman who suspects she has been dumped by her flighty fiancé, Jean (Carl Miller), after he mysteriously stands her up at a railway station, where they were to meet in order to travel to Paris together. She goes off to Paris alone, where she meets wealthy Pierre Revel (Adolphe Menjou) and becomes his mistress. But a year later she meets Jean again and, suddenly caught between two men, isn't sure where her heart truly lies.",93,75,"A Woman of Paris"
