"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Fritz Lang","Erich Pommer","Fritz Lang, Thea von Harbou, Thea von Harbou","Paramount Pictures","Paramount","Sci-Fi, Drama","German","Mar 13, 1927, Original","Oct 14, 2011","Dec 21, 2016","$1.2M","2h 3m","Dolby SR, Dolby Digital, Dolby A, Dolby Stereo","Flat (1.85:1)","This influential German science-fiction film presents a highly stylized futuristic city where a beautiful and cultured utopia exists above a bleak underworld populated by mistreated workers. When the privileged youth Freder (Gustav Fröhlich) discovers the grim scene under the city, he becomes intent on helping the workers. He befriends the rebellious teacher Maria (Brigitte Helm), but this puts him at odds with his authoritative father, leading to greater conflict.",97,92,"Metropolis"
