"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jackie Chan","Leonard Ho","PG-13","Action","Chinese","Aug 10, 2016","1h 30m","The personal war against crime has earned Kevin Chan a demotion from detective to traffic cop just as Hong Kong is hit with a wave of bomb scares. Chan tracks down the bombers but not before his girlfriend is abducted.",84,77,"Jackie Chan's Police Story 2"
