"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Sanyuan Peng","Dajun Zhang","Sanyuan Peng","China Lion Film Distribution","Drama","Chinese","Mar 20, 2015, Limited","Apr 4, 2017","$187.0K","1h 50m","Dolby Digital","After his young son goes missing, Lei (Andy Lau) begins a 14-year quest to find him. On the road, he meets a repairman (Boran Jing) who suffered the same fate as Lei's son.",50,49,"Lost and Love"
