"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Kensuke Sonomura","Hitoshi Ozawa","Solid Feature","Action, Crime, Mystery & Thriller","Japanese","Aug 1, 2023","1h 58m","In a city plagued with poverty and crime, a corrupt mafia-connected businessman runs for mayor and starts eliminating his opponents. A former police captain in jail for murder is secretly released and put in charge of a special task force in a desperate, last-ditch effort to take down the corrupt tycoon.",86,86,"Bad City"
