"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Scott Spiegel","Michael S. Murphey, Meir Teper, Gianni Nunnari","Dimension Home Video","Dimension Films, Los Hooligans Productions, A Band Apart","R","Horror","English","Mar 16, 1999, Wide","May 23, 2016","1h 28m","A veteran criminal planning a major bank robbery, Buck (Robert Patrick) assembles a team to pull off the heist. When the fugitive Luther (Duane Whitaker) travels to meet the crew in Mexico, he unexpectedly ends up near a bar in the middle of the desert and gets turned into a vampire by one of the establishment's fang-sporting regulars. Before long, Luther joins his fellow felons at the bank, but his newfound blood-sucking ways result in plenty of fierce human and vampire conflict.",9,20,"From Dusk Till Dawn 2: Texas Blood Money"
