"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ingmar Bergman","Ingmar Bergman","Cinerama Releasing Corporation [us]","Cinematograph AB, ABC Pictures","R","Drama","English","Jul 14, 1971, Limited","Nov 20, 2018","1h 52m","Surround","Karin Vergerus (Bibi Andersson) is a beautiful young Swedish woman and a seemingly happy wife and mother, married to Andreas (Max von Sydow), a very reserved surgeon. When David Kovac (Elliott Gould), an archaeologist from the United States, arrives in the area, Karin becomes strongly attracted to him and his inherent sense of freedom from mundane life. As Karin and David begin an affair, the two must contend with the effects that the romance has on their lives.",64,39,"The Touch"
