"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Gregory Nava","Anna Thomas","New Line Cinema","R","History, Drama","English","May 3, 1995, Wide","Apr 6, 2004","$11.1M","2h 8m","A second-generation Mexican immigrant narrates his family history, beginning with the journey of his father, Jose (Jacob Vargas), across Mexico to Los Angeles where he meets Maria (Jennifer Lopez) and starts a family. Each subsequent generation contends with political and social hardships, ranging from illegal deportations in the 1940s to racial tensions and gang fights in the '60s and '70s. Yet through it all, or perhaps because of it, the family remains strong.",79,88,"My Family/Mi Familia"
