"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Eli Roth","Eli Roth, Mike Fleiss, Chris Briggs, Eythor Gudjonsson","Eli Roth","Lionsgate Films","Screen Gems, Raw Nerve, International Production Company, Next Entertainment Inc.","R (Terror|Language|Bloody Violence|Some Drug Content|Nudity|Sadistic Scenes of Torture|Sexual Content)","Horror","English","Jun 8, 2007, Wide","Apr 16, 2012","$17.5M","1h 34m","SDDS, DTS, Dolby, Dolby Digital, Dolby SRD","Scope (2.35:1)","Beth (Lauren German), Lorna (Heather Matarazzo) and Whitney (Bijou Phillips), three young American women traveling abroad in Rome, decide to take a weekend excursion. Lured from their intended destination by a beautiful acquaintance (Vera Jordanova), the women anticipate a stay at a luxurious spa. Instead, they become pawns in a grisly game designed to entertain wealthy deviants from around the world.",44,39,"Hostel Part II"
