"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Steve Carr","Bridget Carpenter","Disney Channel","TV-G","Kids & Family, Musical, Comedy, Fantasy","English","Aug 13, 2018","1h 30m","A woman and her rebellious 16-year-old daughter swap bodies through the magical power of a treasured hourglass. When it accidentally shatters, they must search for a matching hourglass so they can return to their own bodies.",67,20,"Freaky Friday"
