"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mike Hodges","Peter Snell, Samuel Goldwyn Jr.","Jack Higgins, Edmund Ward, Martin Lynch","R","Mystery & Thriller","English","Feb 4, 2017","$1.4M","1h 46m","Surround","Irish Republican Army member Martin Fallon (Mickey Rourke) rigs a bomb to destroy a British army convoy, but the plan goes wrong when the trucks allow a school bus to pass. Now, Fallon wants out. He's through killing for the cause, but in order to secure safe passage to the U.S., he'll have to take one more job: eliminating rival terrorist Krasko (Stanley Beard). Unfortunately, a priest (Bob Hoskins) complicates matters by witnessing the hit, but Fallon believes he knows how to keep him silent.",50,53,"A Prayer for the Dying"
