"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Tatiana Huezo","Nicolás Celis, Jim Stark","Tatiana Huezo","Jaque Content, Desvia Produções, Pimienta Films, Bord Cadre Films, Louverture Films, Match Factory Productions, Cactus Film & Video","R (Some Language)","Drama","Spanish","1h 50m","Three young girls on the path to adolescence examine life in a town at war.",96,91,"Prayers for the Stolen"
