"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Martin Campbell","Martin Campbell, Robert King, Marcia Nasatir","Robert King, Robert King, Terry Hayes","Sony Pictures Entertainment, Columbia Pictures, Columbia TriStar Home Video","Columbia Pictures, Global Entertainment Productions, Mountain High Productions","PG-13 (Intense Life/Death Situations|Brief Strong Language)","Mystery & Thriller","English","Dec 8, 2000, Wide","Jun 18, 2013","$68.5M","2h 6m","Dolby SR, Dolby Digital, Surround","Flat (1.85:1)","Feeling responsible for his father's death, which occurred during a climbing expedition, Peter Garrett (Chris O'Donnell) has quit the pursuit in favor of photography, while his sister, Annie (Robin Tunney), has become a top climber. After Annie is hired by wealthy businessman Elliot Vaughn (Bill Paxton) to lead a trek, inclement weather causes the crew to become trapped. Facing his fears, Peter assembles a rescue team, including experienced climber Montgomery Wick (Scott Glenn), to save them.",49,41,"Vertical Limit"
