"Director","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"F.W. Murnau","Marion Orth","United Artists","United Artists","Drama, Romance","Jan 30, 1930, Original","Feb 17, 2009","1h 8m","A wheat farmer (David Torrence) predicts his son's (Charles Farrell) lover will be unfaithful.",63,82,"City Girl"
