"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Lewis Milestone","William LeBaron","Clifford Odets","Paramount Pictures","Adventure","English","Sep 2, 1936, Original","May 31, 2005","1h 37m","Soldier of fortune O'Hara (Gary Cooper) falls into a conflict between warlords when General Yang (Akim Tamiroff) and General Wu each attempt to purchase arms to control the Chinese provinces. Single-minded American Peter Perrie, desperate to get money to return home with his daughter Judy (Madeleine Carroll), intervenes, abducting O'Hara and stealing the gun money. The wrath of the warlords come down on all, and O'Hara finds his loyalties are sorely tested when he falls in love with Judy.",86,54,"The General Died at Dawn"
