"Director","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Visar Morina","Visar Morina","Komplizen Film, Frakas Productions","Drama","German","2h 1m","Xhafer, a Kosovan immigrant living in Germany, returns home from work to find that someone has hung a dead rat at his front gate. Xhafer begins to feel persecuted by his colleagues, which plunges him into an identity crisis.",91,NA,"Exile"
