"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Paul Bogart","Warner Bros.","PG","Comedy","English","Nov 9, 1984, Limited","Jan 1, 2009","1h 36m","Unable to gain any professional momentum as a musician, Bobby Shelton (Ted Wass) casually says he would be willing to sell his soul for success. While performing at a wedding, Bobby meets Harry O. Tophet (George Burns), who guarantees seven years as a star performer in return for his soul. Desperate, Bobby signs with Harry, only to find out the old man actually is Satan. Despite his newfound fame, Bobby misses his family and calls for God (also Burns) to help him.",36,39,"Oh God! You Devil"
