"Director","Production Co","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"William Friedkin","Miramax","R","Drama","English","$322.5K","1h 37m","Surround","An assistant district attorney (Michael Biehn) opposes a public defender (Nicholas Campbell) pleading insanity for a killer (Alex McArthur).",50,50,"Rampage"
