"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Ronald F. Maxwell","Ronald F. Maxwell, Jeff Shaara","Warner Bros. Pictures","Ted Turner Pictures","PG-13 (Sustained Battle Sequences)","War, History, Drama","English","Feb 21, 2003, Wide","Jul 1, 2011","$12.9M","3h 43m","Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital","Scope (2.35:1)","A sweeping epic charting the early years of the Civil War and how the campaigns unfolded from Manassas I to the Battle of Fredericksburg, this prequel to the film ""Gettysburg"" explores the motivations of the combatants and examines the lives of those who waited at home.",8,64,"Gods and Generals"
