"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Bernardo Bertolucci","Alberto Grimaldi","Bernardo Bertolucci, Bernardo Bertolucci, Franco Arcalli, Agnès Varda, Franco Arcalli, Bernardo Bertolucci","MGM Home Entertainment, United Artists","NC-17","Drama","French (France)","Oct 14, 1972, Original","Aug 29, 2012","2h 10m","Mono","35mm","Distraught following his wife's suicide, American hotelier Paul (Marlon Brando) becomes transfixed by the beautiful younger Frenchwoman Jeanne (Maria Schneider) when he meets her by chance at an apartment both are attempting to rent. The couple begin an extended but purely anonymous sexual relationship in which they do not even tell each other their names, but it soon becomes clear that the couple's deliberate level of disassociation cannot continue.",82,75,"Last Tango in Paris"
