"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Shane Meadows","Andrea Calderwood","Paul Fraser, Shane Meadows","Sony Pictures Classics","Big Arty","R (Language)","Comedy, Drama","English (United Kingdom)","Aug 29, 2003, Original","Jan 28, 2014","$171.8K","1h 43m","Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR","Scope (2.35:1)","Jimmy (Robert Carlyle) is a small-time crook living in Glasgow, Scotland, long since absent from the lives of his ex-wife, Shirley (Shirley Henderson), and 12-year-old daughter, Marlene (Finn Atkins), who live in England's Midlands. One day, Jimmy happens to catch Shirley and Marlene on a TV talk show, where Shirley has rejected the proposal of her boyfriend, Dek (Rhys Ifans). Taking this as a sign, Jimmy up and leaves for the Midlands to win Shirley back.",51,45,"Once Upon a Time in the Midlands"
