"Director","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Midi Z.","Drama","Unknown language","Jan 10, 2021","1h 48m","During their journey from Burma to Thailand, Ah Guo falls in love with Lianqing. In Bangkok, they both find different ways to make enough money to realize their dreams.",88,70,"The Road to Mandalay"
