"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Dennis Gansel","Jan Berger, Dennis Gansel","IFC Films","Celluloid Dreams, Rat Pack Filmproduktion, Constantin Film","Horror, Drama","German","May 27, 2011, Limited","Apr 10, 2017","1h 40m","Dolby Digital","Bitten by a vampire, a young woman (Karoline Herfurth) tries to leave her band of bloodsucking cohorts.",63,52,"We Are the Night"
