"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jack Lemmon","Richard Carter","John Paxton","Cinerama Releasing Corporation [us]","PG","Comedy, Drama","English","Sep 17, 1971, Original","Aug 1, 2006","1h 58m","Jack Lemmon directs his friend and frequent costar Walter Matthau in this gentle comedic drama. When retired salesman Joseph Kotcher (Walter Matthau) begins to feel pressure to move out of the house he shares with the family of his son, Gerald (Charles Aidman), he opts to embark on a road trip instead of settling in a retirement home. Befriending Erica (Deborah Winters), a young pregnant woman, Kotch begins to finds new meaning in life as he helps her prepare to welcome her baby into the world.",75,68,"Kotch"
