"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Carl Reiner","George Shapiro, Howard West","Jeff Franklin","Paramount Pictures","PG-13","Comedy","English","Jul 22, 1987, Original","Jun 15, 2011","$33.3M","1h 36m","Apathetic gym teacher Freddy Shoop (Mark Harmon) is ready to take the summer off in Hawaii, but he's forced to either teach summer-school English or risk losing his tenure. Now he's stuck teaching a group of unmotivated students as disappointed to be stuck in school over the summer as he is. But with the help of a friendly history teacher (Kirstie Alley), Shoop is at least learning how to act the part of supportive mentor and perhaps even learning something about himself as well.",57,58,"Summer School"
