"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"George Cukor","Hugh Whitemore, Alfred Hayes","Twentieth Century Fox","G","Fantasy, Adventure, Drama","English","1h 39m","A naughty boy and girl search a fantasy world of characters (Elizabeth Taylor, Jane Fonda, Ava Gardner) for the bluebird of happiness.",0,43,"The Blue Bird"
