"Director","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Lee Sujin","Lee Sujin","Vill LEE Film, Barunson, Co., Ltd.","Crime, Drama, Mystery & Thriller","Korean","2h 24m","A Korean politician discovers that his son's car has just run over someone.",56,80,"Idol"
