"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Andrew Green","A&A Films Ltd.","R","Horror","English","Jun 1, 2008","1h 25m","Tim (Patrick Kennedy) decides to spend his 21st birthday at an old Scottish mansion with a bunch of college friends. He invites his former roommate Pete (David Nicolle), Pete's ex (Amelia Warner) and several other friends of friends. Despite being trapped by a sudden blizzard, everyone is excited about spending the weekend at the massive estate. But, when one of the visitors discovers an old book that recounts the grisly death of a previous tenant, deadly supernatural forces are awakened.",40,28,"Nine Lives"
