"Director","Producer","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Hector Babenco","Marcelo Torres, Hector Babenco","Drama","Portuguese (Brazil)","Jan 17, 2020","2h 4m","Diego is a film director close to death, surrounded by people who are having trouble dealing with his tempestuous mood. Chances are he won't survive, but if he does, he must relearn how to live.",83,62,"My Hindu Friend"
