"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Yang Zhang","Peter Loehr, Sanping Han","Yang Zhang, Shangjun Cai, Huo Xin","New Yorker Films","Drama","Chinese","Aug 17, 2007, Limited","May 17, 2011","$23.3K","2h 9m","Dolby Digital","When Chairman Mao dies, many men jailed during his regime are released, including artist Zhang Gengnian (Sun Haiying), who comes back to his wife, Xiuqing (Joan Chen), and son, Xiangyang (Zhang Fan), after a long absence. There is unease in the family home, though, as Xiangyang is mistrustful of the father he barely knows and Gengnian is no longer able to paint after years of forced labor. Xiangyang begins to excel at art, which could either bring him closer to his father or widen the schism.",69,74,"Sunflower"
