"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Louis Malle","Louis Malle, Claude Nedjar","Joyce Buñuel, Louis Malle, Ghislain Uhry","Nouvelles Éditions de Films [fr], Vides Cinematografica","R","Fantasy","English","Sep 30, 1975, Original","Jun 28, 2011","1h 40m","A host of bizarre characters dominates a tale about a girl (Cathryn Harrison) on the run from warring forces in a futuristic country.",45,54,"Black Moon"
