"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Ernst Lubitsch","Paramount Pictures","Paramount Pictures","History, Drama","English","Aug 17, 1928, Original","1h 48m","The final days of the mad, tyrannical Czar Paul I of Russia (Emil Jannings) are recounted. As the Czar behaves erratically and goes after his mistress (Vera Voronina), Count Pahlen (Lewis Stone), his friend, plots to kill the ruler and liberate the Russians. Pahlen convinces palace guard Stefan (Harry Cording) to carry out the murder. This semi-biographical story is based on three plays: ""Paul I"" by Dmitri Merezhkovsky, ""Der Patriot"" by Alfred Neumann and ""The Patriot"" by Ashley Dukes.",100,58,"The Patriot"
