"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Alfred Hitchcock","Michael Balcon, Ivor Montagu","Stokey Video, New Century Telecommunications Inc., Gaumont British Picture Corporation, LS Video, Criterion Collection","Gaumont British Picture Corporation Ltd.","Mystery & Thriller","English","Jun 15, 1936, Wide","Jan 19, 2017","1h 26m","Mono","British intelligence fakes the death of Edgar Brodie (John Gielgud) to send him on a mission in Switzerland, where as Richard Ashendon he is to locate and kill a Germany spy. Accompanying Brodie are fellow agents Elsa Carrington (Madeleine Carroll), who is to play Brodie's wife, and an eccentric assassin known as The General (Peter Lorre). Locating the spy on a train, Brodie and Elsa have second thoughts about their mission just as an American (Robert Young) ingratiates himself with them.",87,47,"Secret Agent"
