"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Claude Chabrol","Marin Karmitz","Ruth Rendell, Claude Chabrol, Caroline Eliacheff","France 3 Cinéma, Olga-Film GmbH, MK2 Productions","Drama","French (Canada)","Aug 10, 2005","$670.7K","1h 51m","A wealthy family's new housemaid (Sandrine Bonnaire) befriends a mercurial postmistress (Isabelle Huppert), with dire consequences.",94,87,"A Judgment in Stone"
