"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"James Ivory","Ismail Merchant","Ruth Prawer Jhabvala, James Ivory","Criterion Collection, Continental Distributing Inc.","Merchant Ivory Productions","Drama","English","Mar 22, 1966, Original","Nov 10, 2017","Mar 22, 2018","$3.6K","2h 0m","Mono","Tony (Geoffrey Kendal) and Carla Buckingham (Laura Liddell) and their acting company journey through India performing Shakespearean plays. When their daughter Lizzie (Felicity Kendal) loses her heart to well-to-do Sanju (Shashi Kapoor) after a show, his movie-star ex-lover, Manjula (Madhur Jaffrey), tries to disrupt their union. The Buckinghams must protect their daughter while facing the fact that their plays are falling out of style and the locals are losing their patience for foreigners.",89,66,"Shakespeare Wallah"
