"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Harley Cokeliss","New World Pictures, Sequoia Productions","R","Action","English","Feb 4, 2017","$3.4M","1h 40m","An FBI free-lancer (Tommy Lee Jones) stashes a stolen Las Vegas-crime tape in a high-tech car stolen by someone else (Linda Hamilton).",47,25,"Black Moon Rising"
