"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"D.A. Pennebaker","John Court, Albert Grossman","D.A. Pennebaker","Docurama","Leacock-Pennebaker","Documentary","English","May 17, 1967, Original","May 1, 1998","Oct 27, 2015","1h 36m","Stereo","35mm","In 1965, the iconic troubadour Bob Dylan toured the United Kingdom at the age of 23, and director D.A. Pennebaker was allowed behind the scenes to provide one of the most intimate glimpses of the private and frequently cantankerous songwriter. The film chronicles Dylan's concert appearances, hotel room conversations, and transportation downtime, pulling back the curtain on the folk messiah at the end of his relationship with Joan Baez and on the cusp of his creative shift toward rock music.",91,92,"Dont Look Back"
