"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Taylor Hackford","James Goldman","Columbia Pictures","Columbia Pictures Corporation, New Visions Pictures, Delphi IV Productions","PG-13","Drama","English","Nov 22, 1985, Original","Oct 18, 2010","$41.5M","2h 15m","Stereo, Surround","When his plane makes an emergency landing in Siberia, ballet dancer Nikolai Rodchenko (Mikhail Baryshnikov) is recognized as a defector and brought into custody. Returned to Leningrad and reunited with his former love, aging prima ballerina Galina Ivanova (Helen Mirren), Nikolai meets American dancer Raymond Greenwood (Gregory Hines), who defected to the Soviet Union during the Vietnam War but has secretly grown disenchanted. Together, they plot an escape to the American consulate and freedom.",46,74,"White Nights"
