"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ennio De Concini","Wolfgang Reinhardt","Ennio De Concini, Maria Pia Fusco, Wolfgang Reinhardt","Paramount Pictures","PG","History, Drama","English","May 9, 1973, Original","Apr 1, 2015","1h 46m","Adolf Hitler (Alec Guinness) holes up in his Berlin bunker with an aide (Simon Ward) and followers as the Third Reich crumbles.",38,55,"Hitler: The Last Ten Days"
