"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Pier Paolo Pasolini","Alfredo Bini","Pier Paolo Pasolini","Milestone Film & Video, Criterion Collection","Arco Film S.r.L.","Drama","Italian","Aug 31, 1962, Original","Jan 18, 1995","Jun 22, 2004","1h 50m","Stereo","After years spent working as a prostitute in her Italian village, middle-aged Mamma Roma (Anna Magnani) has saved enough money to buy herself a fruit stand so that she can have a respectable middle-class life and reestablish contact with the 16-year-old son (Ettore Garofalo) she abandoned when he was an infant. But her former pimp (Franco Citti) threatens to expose her sordid past, and her troubled son seems destined to fall into a life of crime and violence.",95,90,"Mamma Roma"
