"Director","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Paul Morrissey","R","Horror","English","Mar 16, 2021","1h 33m","Deathly ill Count Dracula (Udo Kier) and his slimy underling, Anton (Arno Juerging), travel to Italy in search of a virgin's blood. They're welcomed at the crumbling estate of indebted Marchese Di Fiore (Vittorio De Sica), who's desperate to marry off his daughters to rich suitors. But there, instead of pure women, the count encounters incestuous lesbians with vile blood and Marxist manservant Mario (Joe Dallesandro), who's suspicious of the aristocratic Dracula.",67,61,"Blood for Dracula"
