"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Rebecca Zlotowski","Frédéric Jouve, Marie Lecoq","Rebecca Zlotowski","Music Box Films","France 3 Cinéma, Les Films Velvet","Drama, Comedy","French","Apr 21, 2023, Limited","$87.0K","1h 44m","Rachel is 40 years old, with no children. She loves her life: her high school students, her friends, her ex, her guitar lessons. When she falls in love with Ali, she becomes attached to Leila, his 4-year-old daughter. She tucks her into bed, cares for her, loves her like her own. But to love other people’s children is risky.",91,99,"Other People's Children"
